#CUE_COLUMN,FRAGMENT_COLUMN,INSTANCE_COLUMN,LABEL_COLUMN
RANDOM,It inspires me ... you were able to ...,It inspires me how you were able to learn a new language so quickly.,NONE ABUSE
RANDOM,It inspires me ... you were able to ...,It inspires me how you were able to overcome your fears.,NONE ABUSE
RANDOM,It inspires me ... you were able to ...,It inspires me how you were able to achieve your goals with such dedication.,NONE ABUSE
RANDOM,It inspires me ... you were able to ...,It inspires me how you were able to overcome your challenges.,NONE ABUSE
RANDOM,It is amazing on how much you,It is amazing how much you care about your pets.,NONE ABUSE
RANDOM,It is amazing on how much you,It is amazing how much you care about your friends.,NONE ABUSE
RANDOM,It is amazing on how much you,It is amazing how much you care about your friends.,NONE ABUSE
RANDOM,It is amazing on how much you,It is amazing how much you care about your pets.,NONE ABUSE
RANDOM,It is amazing on how much you,It is amazing how much you care about your pets.,NONE ABUSE
RANDOM,It is impressive how consistently,It is impressive how consistently you manage to stay positive.,NONE ABUSE
RANDOM,It is impressive how consistently,It is impressive how consistently you manage to keep a positive attitude.,NONE ABUSE
RANDOM,It is impressive how consistently,It is impressive how consistently you manage to stay positive.,NONE ABUSE
RANDOM,It is impressive how consistently,It is impressive how consistently you manage to keep a positive attitude.,NONE ABUSE
RANDOM,It is impressive how consistently,It is impressive how consistently you manage to stay organized.,NONE ABUSE
RANDOM,It is impressive how consistently,It is impressive how consistently you manage your schedule.,NONE ABUSE
RANDOM,It is very brave how you,It is very brave how you speak your mind.,NONE ABUSE
RANDOM,It is very brave how you,It is very brave how you speak your mind.,NONE ABUSE
RANDOM,It is very brave how you,It is very brave how you speak your mind in meetings.,NONE ABUSE
RANDOM,It is very brave how you,It is very brave how you speak your mind.,NONE ABUSE
RANDOM,It is very brave how you,It is very brave how you speak your mind at meetings.,NONE ABUSE
RANDOM,It is very brave how you,It is very brave how you speak your mind in meetings.,NONE ABUSE
RANDOM,It must save you a lot of money to be able to buy your,It must save you a lot of money to be able to buy your clothes from thrift stores.,NONE ABUSE
RANDOM,It must save you a lot of money to be able to buy your,It must save you a lot of money to be able to buy your clothes second-hand.,NONE ABUSE
RANDOM,It surprises me that your,It surprises me that your garden is so lush and vibrant.,NONE ABUSE
RANDOM,It would be great if you weren't,It would be great if you weren't leaving so soon.,NONE ABUSE
RANDOM,It would be great if you weren't,It would be great if you weren't so busy all the time.,NONE ABUSE
RANDOM,It would be nice if you,It would be nice if you joined us this weekend.,NONE ABUSE
RANDOM,It would be nice if you,It would be nice if you joined us for dinner tonight.,NONE ABUSE
RANDOM,It's admirable that you,It's admirable that you always volunteer for community service.,NONE ABUSE
RANDOM,It's admirable that you,It's admirable that you always find time to read.,NONE ABUSE
RANDOM,It's admirable that you,It's admirable that you always make time for your hobbies.,NONE ABUSE
RANDOM,It's amazing how creative you are at,It's amazing how creative you are at solving puzzles.,NONE ABUSE
RANDOM,It's amazing how creative you are at,It's amazing how creative you are at finding solutions.,NONE ABUSE
RANDOM,It's amazing how creative you are at,It's amazing how creative you are at solving puzzles.,NONE ABUSE
RANDOM,It's amazing how creative you are at,It's amazing how creative you are at solving puzzles.,NONE ABUSE
RANDOM,It's amazing how creative you are at,It's amazing how creative you are at finding solutions to problems.,NONE ABUSE
RANDOM,It's amazing how creative you are at,It's amazing how creative you are at solving puzzles.,NONE ABUSE
RANDOM,It's amazing how you are always so quick to,It's amazing how you are always so quick to lend a helping hand.,NONE ABUSE
RANDOM,It's amazing how you are always so quick to,It's amazing how you are always so quick to offer help.,NONE ABUSE
RANDOM,It's amazing that you find the time to have so many,It's amazing that you find the time to have so many hobbies.,NONE ABUSE
RANDOM,It's amazing that you find the time to have so many,It's amazing that you find the time to have so many hobbies.,NONE ABUSE
RANDOM,It's amazing that you find the time to have so many,It's amazing that you find the time to have so many hobbies.,NONE ABUSE
RANDOM,It's amazing that you find the time to have so many,It's amazing that you find the time to have so many hobbies.,NONE ABUSE
RANDOM,It's amazing that you find the time to have so many,It's amazing that you find the time to have so many hobbies.,NONE ABUSE
RANDOM,It's amazing that you find the time to have so many,It's amazing that you find the time to have so many hobbies.,NONE ABUSE
RANDOM,It's amazing that you find the time to have so many,It's amazing that you find the time to have so many hobbies.,NONE ABUSE
RANDOM,It's amazing that you find the time to have so many,It's amazing that you find the time to have so many hobbies.,NONE ABUSE
RANDOM,It's generous of you to share ... with ...,It's generous of you to share your knowledge with everyone.,NONE ABUSE
RANDOM,It's generous of you to share ... with ...,It's generous of you to share your lunch with everyone.,NONE ABUSE
RANDOM,It's generous of you to share ... with ...,It's generous of you to share your insights with the team.,NONE ABUSE
RANDOM,It's generous of you to share ... with ...,It's generous of you to share your insights with the team.,NONE ABUSE
RANDOM,It's generous of you to share ... with ...,It's generous of you to share your insights with the team.,NONE ABUSE
RANDOM,It's generous of you to share ... with ...,It's generous of you to share your lunch with colleagues.,NONE ABUSE
RANDOM,It's great that no one notices ... when you ...,It's great that no one notices how tired you are when you manage to smile.,NONE ABUSE
RANDOM,It's great that no one notices ... when you ...,It's great that no one notices when you quietly help others.,NONE ABUSE
RANDOM,It's great that you are so,It's great that you are so enthusiastic about your hobbies.,NONE ABUSE
RANDOM,It's great that you are so,It's great that you are so enthusiastic about your hobbies.,NONE ABUSE
RANDOM,It's great that you are so,It's great that you are so enthusiastic about your hobbies.,NONE ABUSE
RANDOM,It's great that you are so,It's great that you are so enthusiastic about your hobbies.,NONE ABUSE
RANDOM,It's great that you are so,It's great that you are so enthusiastic about your hobbies.,NONE ABUSE
RANDOM,It's great that you are so,It's great that you are so enthusiastic about your hobbies.,NONE ABUSE
RANDOM,It's great that you are so,It's great that you are so enthusiastic about your hobbies.,NONE ABUSE
RANDOM,It's great that you are so,It's great that you are so enthusiastic about your hobbies.,NONE ABUSE
RANDOM,It's great that you are so,It's great that you are so enthusiastic about your hobbies.,NONE ABUSE
RANDOM,It's great that you are so,It's great that you are so enthusiastic about your hobbies.,NONE ABUSE
RANDOM,It's incredible how you showcase your ... for all to admire.,It's incredible how you showcase your talent for all to admire.,NONE ABUSE
RANDOM,It's obvious that you don't,It's obvious that you don't skip your morning coffee.,NONE ABUSE
RANDOM,It's so nice that you never have to,It's so nice that you never have to worry about finding a parking spot.,NONE ABUSE
RANDOM,It's so nice that you never have to,It's so nice that you never have to worry about parking in the city.,NONE ABUSE
RANDOM,Many would find your,Many would find your sense of humor quite charming.,NONE ABUSE
RANDOM,Many would find your,Many would find your sense of humor quite charming.,NONE ABUSE
RANDOM,"Next time I see you, remind me","Next time I see you, remind me to ask about your new project.",NONE ABUSE
RANDOM,"Next time I see you, remind me","Next time I see you, remind me to ask about your recent vacation.",NONE ABUSE
RANDOM,No one would describe you as a,No one would describe you as a quitter.,NONE ABUSE
RANDOM,No one would describe you as a,No one would describe you as a quitter.,NONE ABUSE
RANDOM,No one would describe you as a,No one would describe you as a troublemaker.,NONE ABUSE
RANDOM,Some might say it is surprising you have the power,Some might say it is surprising you have the power to wake up so early every day.,NONE ABUSE
RANDOM,Some might say it is surprising you have the power,Some might say it is surprising you have the power to finish marathons.,NONE ABUSE
RANDOM,Someone woke up,Someone woke up on the right side of the bed today.,NONE ABUSE
RANDOM,Someone woke up,Someone woke up on the right side of the bed today.,NONE ABUSE
RANDOM,Sometimes I wish you were not,Sometimes I wish you were not so far away.,NONE ABUSE
RANDOM,Sometimes I wish you were not,Sometimes I wish you were not so far away.,NONE ABUSE
RANDOM,Sometimes I wish you were not,Sometimes I wish you were not so busy.,NONE ABUSE
RANDOM,Sometimes I wish you were not,Sometimes I wish you were not so busy.,NONE ABUSE
RANDOM,The sight of you ...,The sight of you brightens the day.,NONE ABUSE
RANDOM,The sight of you ...,The sight of you brightens the room.,NONE ABUSE
RANDOM,There is ... in your life.,There is much joy in your life.,NONE ABUSE
RANDOM,There is ... in your life.,There is a lot of creativity in your life.,NONE ABUSE
RANDOM,There is ... in your life.,There is a lot of adventure in your life.,NONE ABUSE
RANDOM,There is ... in your life.,There is joy in your life.,NONE ABUSE
RANDOM,There isn't anything that you,There isn't anything that you can't learn if you try.,NONE ABUSE
RANDOM,There isn't anything that you,There isn't anything that you can't learn if you put your mind to it.,NONE ABUSE
RANDOM,There isn't anything that you,There isn't anything that you can't learn if you put your mind to it.,NONE ABUSE
RANDOM,There isn't anything that you,There isn't anything that you can't learn if you put your mind to it.,NONE ABUSE
RANDOM,There's nothing you ... for ...,There's nothing you wouldn't do for your friends.,NONE ABUSE
RANDOM,"Unlike you, not everyone enjoys","Unlike you, not everyone enjoys waking up early.",NONE ABUSE
RANDOM,"Unlike you, not everyone enjoys","Unlike you, not everyone enjoys staying up late.",NONE ABUSE
RANDOM,We all know that ... around you.,We all know that laughter increases around you.,NONE ABUSE
RANDOM,We all know that ... around you.,We all know that positivity blooms around you.,NONE ABUSE
RANDOM,"We get it, you don't like","We get it, you don't like broccoli.",NONE ABUSE
RANDOM,We won't be seeing you in,We won't be seeing you in the office tomorrow; enjoy your day off!,NONE ABUSE
RANDOM,"When I talk to you next, I shall remember","When I talk to you next, I shall remember to ask about your new project.",NONE ABUSE
RANDOM,"When I talk to you next, I shall remember","When I talk to you next, I shall remember to bring up your favorite book.",NONE ABUSE
RANDOM,When you walk the streets,"When you walk the streets, everyone notices your style.",NONE ABUSE
RANDOM,When you walk the streets,"When you walk the streets, everyone notices your vibrant style.",NONE ABUSE
RANDOM,"With you, I am","With you, I am always learning something new.",NONE ABUSE
RANDOM,You ... for the wrong reasons.,You volunteer for the wrong reasons.,NONE ABUSE
RANDOM,You ... for the wrong reasons.,You volunteer for the wrong reasons.,NONE ABUSE
RANDOM,You ... for the wrong reasons.,You volunteer for the wrong reasons.,NONE ABUSE
RANDOM,You ... for the wrong reasons.,You volunteer for the wrong reasons.,NONE ABUSE
RANDOM,You act,You act like someone who always brings joy to the room.,NONE ABUSE
RANDOM,You act,You act with such kindness towards everyone.,NONE ABUSE
RANDOM,You act,You act kindly towards everyone.,NONE ABUSE
RANDOM,You always want to be,You always want to be helping others.,NONE ABUSE
RANDOM,You always want to be,You always want to be the first to try new things.,NONE ABUSE
RANDOM,You always want to be,You always want to be ahead in your work.,NONE ABUSE
RANDOM,You and your,You and your family often enjoy weekend hikes.,NONE ABUSE
RANDOM,You appear not to be,You appear not to be very busy today.,NONE ABUSE
RANDOM,You appear not to be,You appear not to be in a hurry today.,NONE ABUSE
RANDOM,You appear not to be,You appear not to be worried about the upcoming exam.,NONE ABUSE
RANDOM,You are,You are always up for an adventure.,NONE ABUSE
RANDOM,You are,You are quite the adventurous spirit.,NONE ABUSE
RANDOM,You are,You are quite the adventurer.,NONE ABUSE
RANDOM,You are,You are always looking for new adventures.,NONE ABUSE
RANDOM,You are,You are quite the adventure seeker.,NONE ABUSE
RANDOM,You are,You are quite the traveler.,NONE ABUSE
RANDOM,You are,You are always learning something new.,NONE ABUSE
RANDOM,You are,You are quite the explorer.,NONE ABUSE
RANDOM,You are,You are always ready for a new adventure.,NONE ABUSE
RANDOM,You are,You are quite the adventurous spirit.,NONE ABUSE
RANDOM,You are,You are a delightful presence to have around.,NONE ABUSE
RANDOM,You are,You are quite the adventurer.,NONE ABUSE
RANDOM,You are,You are always looking for new adventures.,NONE ABUSE
RANDOM,You are,You are always up for a new adventure.,NONE ABUSE
RANDOM,You are,"You are quite the adventurer, aren't you?",NONE ABUSE
RANDOM,You are,You are always up for a new adventure.,NONE ABUSE
RANDOM,You are,You are always up for an adventure.,NONE ABUSE
RANDOM,You are,You are quite the enthusiast when it comes to books.,NONE ABUSE
RANDOM,You are,You are full of surprises.,NONE ABUSE
RANDOM,You are,You are always up for a new adventure.,NONE ABUSE
RANDOM,You are,You are quite the adventurous spirit.,NONE ABUSE
RANDOM,You are ... favourite.,You are everyone's favourite.,NONE ABUSE
RANDOM,You are ... favourite.,You are everyone's favourite.,NONE ABUSE
RANDOM,You are a master,You are a master at multitasking.,NONE ABUSE
RANDOM,You are a master,You are a master at solving puzzles.,NONE ABUSE
RANDOM,You are a master,You are a master at solving puzzles.,NONE ABUSE
RANDOM,You are a master,You are a master at solving puzzles.,NONE ABUSE
RANDOM,You are a master at,You are a master at solving puzzles.,NONE ABUSE
RANDOM,You are a master at,You are a master at baking cookies.,NONE ABUSE
RANDOM,You are a master at,You are a master at solving puzzles.,NONE ABUSE
RANDOM,You are a master at,You are a master at solving puzzles.,NONE ABUSE
RANDOM,You are a master at,You are a master at solving puzzles.,NONE ABUSE
RANDOM,You are a master at,You are a master at solving puzzles.,NONE ABUSE
RANDOM,You are a master at,You are a master at solving puzzles.,NONE ABUSE
RANDOM,You are a master at,You are a master at solving puzzles.,NONE ABUSE
RANDOM,You are a member of,You are a member of the local book club.,NONE ABUSE
RANDOM,You are an expert at,You are an expert at solving puzzles.,NONE ABUSE
RANDOM,You are an expert at,You are an expert at finding good deals online.,NONE ABUSE
RANDOM,You are an expert at,You are an expert at solving puzzles.,NONE ABUSE
RANDOM,You are an expert at,You are an expert at solving puzzles.,NONE ABUSE
RANDOM,You are an expert at,You are an expert at making people smile.,NONE ABUSE
RANDOM,You are an expert at,You are an expert at solving puzzles.,NONE ABUSE
RANDOM,You are at the bottom of,"You are at the bottom of the beginner's level, but that's a great place to start!",NONE ABUSE
RANDOM,You are at the bottom of,"You are at the bottom of the beginner level, ready to climb up!",NONE ABUSE
RANDOM,You are bad at,You are bad at giving up.,NONE ABUSE
RANDOM,You are bad at,You are bad at hiding your talent.,NONE ABUSE
RANDOM,You are bad at,You are bad at giving up on things.,NONE ABUSE
RANDOM,You are clearly used to,You are clearly used to winning.,NONE ABUSE
RANDOM,You are clearly used to,You are clearly used to handling tough situations.,NONE ABUSE
RANDOM,You are devoid of,You are devoid of any worries today.,NONE ABUSE
RANDOM,You are devoid of,You are devoid of any bad intentions.,NONE ABUSE
RANDOM,You are devoid of,You are devoid of any concerns right now.,NONE ABUSE
RANDOM,You are devoid of,You are devoid of any worries today.,NONE ABUSE
RANDOM,You are excellent at,You are excellent at making everyone smile.,NONE ABUSE
RANDOM,You are excellent at,You are excellent at making people smile.,NONE ABUSE
RANDOM,You are excellent at,You are excellent at making everyone smile.,NONE ABUSE
RANDOM,You are excellent at,You are excellent at making everyone smile.,NONE ABUSE
RANDOM,You are excellent at,You are excellent at making people smile.,NONE ABUSE
RANDOM,You are excellent at,You are excellent at making everyone smile.,NONE ABUSE
RANDOM,You are excellent at,You are excellent at making people smile.,NONE ABUSE
RANDOM,You are excellent at,You are excellent at making everyone smile.,NONE ABUSE
RANDOM,You are excellent at,You are excellent at making everyone smile.,NONE ABUSE
RANDOM,You are extremely,You are extremely passionate about your hobbies.,NONE ABUSE
RANDOM,You are extremely,You are extremely thoughtful.,NONE ABUSE
RANDOM,You are extremely enthusiastic about offering,You are extremely enthusiastic about offering help wherever needed.,NONE ABUSE
RANDOM,You are extremely enthusiastic about offering,You are extremely enthusiastic about offering your help wherever possible.,NONE ABUSE
RANDOM,You are extremely enthusiastic about offering,You are extremely enthusiastic about offering your help to everyone.,NONE ABUSE
RANDOM,You are extremely enthusiastic about offering,You are extremely enthusiastic about offering your help wherever needed.,NONE ABUSE
RANDOM,You are extremely enthusiastic about offering,You are extremely enthusiastic about offering your help wherever needed.,NONE ABUSE
RANDOM,You are extremely enthusiastic about offering,You are extremely enthusiastic about offering your help wherever needed.,NONE ABUSE
RANDOM,You are getting on,You are getting on with your new hobby very well.,NONE ABUSE
RANDOM,You are getting on,You are getting on quite well with your new project.,NONE ABUSE
RANDOM,You are good at,You are good at making people smile.,NONE ABUSE
RANDOM,You are good at,You are good at making everyone smile.,NONE ABUSE
RANDOM,You are good at,You are good at making everyone laugh.,NONE ABUSE
RANDOM,You are good at,You are good at making people smile.,NONE ABUSE
RANDOM,You are good at,You are good at making people smile.,NONE ABUSE
RANDOM,You are good at,You are good at making people smile.,NONE ABUSE
RANDOM,You are good at,You are good at making people smile.,NONE ABUSE
RANDOM,You are good at,You are good at making everyone smile.,NONE ABUSE
RANDOM,You are good at,You are good at making people smile.,NONE ABUSE
RANDOM,You are great at,You are great at making everyone smile.,NONE ABUSE
RANDOM,You are great at,You are great at making people smile.,NONE ABUSE
RANDOM,You are great at,You are great at making everyone smile.,NONE ABUSE
RANDOM,You are great at,You are great at making people smile.,NONE ABUSE
RANDOM,You are great at,You are great at making people smile.,NONE ABUSE
RANDOM,You are great at,You are great at making people smile.,NONE ABUSE
RANDOM,You are great at,You are great at making everyone smile.,NONE ABUSE
RANDOM,You are great at being,You are great at being supportive.,NONE ABUSE
RANDOM,You are great at being,You are great at being supportive.,NONE ABUSE
RANDOM,You are great at being,You are great at being a team player.,NONE ABUSE
RANDOM,You are great at being,You are great at being a supportive friend.,NONE ABUSE
RANDOM,You are great at being,You are great at being a team player.,NONE ABUSE
RANDOM,You are known as,You are known as a diligent worker.,NONE ABUSE
RANDOM,You are marvellous at,You are marvellous at making everyone smile.,NONE ABUSE
RANDOM,You are marvellous at,You are marvellous at making everyone smile.,NONE ABUSE
RANDOM,You are marvellous at,You are marvelous at making everyone smile.,NONE ABUSE
RANDOM,You are marvellous at,You are marvellous at making everyone smile.,NONE ABUSE
RANDOM,You are marvellous at,You are marvellous at making everyone smile.,NONE ABUSE
RANDOM,You are marvellous at,You are marvelous at bringing people together.,NONE ABUSE
RANDOM,You are not,You are not lacking in creativity.,NONE ABUSE
RANDOM,You are not,You are not lacking in enthusiasm.,NONE ABUSE
RANDOM,You are not,You are not lacking in enthusiasm.,NONE ABUSE
RANDOM,You are not,You are not lacking in enthusiasm.,NONE ABUSE
RANDOM,You are not ... of society.,You are not a burden on society.,NONE ABUSE
RANDOM,You are not a fan of,You are not a fan of skipping your morning coffee.,NONE ABUSE
RANDOM,You are not a fan of,You are not a fan of cold weather.,NONE ABUSE
RANDOM,You are not a fan of,You are not a fan of cold weather.,NONE ABUSE
RANDOM,You are not at all,You are not at all unkind.,NONE ABUSE
RANDOM,You are not bothered by,You are not bothered by a little rain.,NONE ABUSE
RANDOM,You are not bothered by,You are not bothered by small inconveniences.,NONE ABUSE
RANDOM,You are not bothered by,You are not bothered by rainy days.,NONE ABUSE
RANDOM,You are not easy to,You are not easy to forget.,NONE ABUSE
RANDOM,You are not easy to,You are not easy to forget.,NONE ABUSE
RANDOM,You are not easy to,You are not easy to forget.,NONE ABUSE
RANDOM,You are not easy to,You are not easy to forget.,NONE ABUSE
RANDOM,You are not easy to,You are not easy to forget.,NONE ABUSE
RANDOM,You are not even,You are not even slightly bothered by the cold weather.,NONE ABUSE
RANDOM,You are not even,You are not even close to being late today.,NONE ABUSE
RANDOM,You are not even,You are not even tired after our long walk.,NONE ABUSE
RANDOM,You are not exactly,You are not exactly the worst cook I've ever met.,NONE ABUSE
RANDOM,You are not exactly,You are not exactly a morning person.,NONE ABUSE
RANDOM,You are not exactly,You are not exactly the worst cook I've ever met.,NONE ABUSE
RANDOM,You are not exactly,You are not exactly shy when it comes to sharing your opinions.,NONE ABUSE
RANDOM,You are not exactly,You are not exactly a fan of cold weather.,NONE ABUSE
RANDOM,You are not exactly,You are not exactly a morning person.,NONE ABUSE
RANDOM,You are not exactly,You are not exactly the worst at what you do.,NONE ABUSE
RANDOM,You are not exactly,You are not exactly a stranger to hard work.,NONE ABUSE
RANDOM,You are not in your,You are not in your worst mood today.,NONE ABUSE
RANDOM,You are not overly,You are not overly fond of cold weather.,NONE ABUSE
RANDOM,You are not overly,You are not overly concerned about small details.,NONE ABUSE
RANDOM,You are not the best,You are not the best at losing games.,NONE ABUSE
RANDOM,You are not the best,You are not the best at remembering dates.,NONE ABUSE
RANDOM,You are not the most,You are not the most talkative person at parties.,NONE ABUSE
RANDOM,You are not the most,You are not the most punctual person I've met.,NONE ABUSE
RANDOM,You are not very,You are not very fond of cold weather.,NONE ABUSE
RANDOM,You are not very,You are not very fond of cold weather.,NONE ABUSE
RANDOM,You are not very,You are not very fond of cold weather.,NONE ABUSE
RANDOM,You are not very,You are not very late to the party.,NONE ABUSE
RANDOM,You are not very,You are not very late today.,NONE ABUSE
RANDOM,You are not very,You are not very fond of cold weather.,NONE ABUSE
RANDOM,You are not very,You are not very enthusiastic about early mornings.,NONE ABUSE
RANDOM,You are not very,You are not very late today.,NONE ABUSE
RANDOM,You are not well,"You are not well today, are you?",NONE ABUSE
RANDOM,You are not well,"You are not well today, perhaps you need some rest.",NONE ABUSE
RANDOM,You are not what,You are not what we expected in the best way possible.,NONE ABUSE
RANDOM,You are not what,"You are not what people expect, which makes you intriguing.",NONE ABUSE
RANDOM,You are not what,You are not what people overlook easily.,NONE ABUSE
RANDOM,You are particularly talented at,You are particularly talented at solving puzzles.,NONE ABUSE
RANDOM,You are particularly talented at,You are particularly talented at solving puzzles.,NONE ABUSE
RANDOM,You are particularly talented at,You are particularly talented at playing the piano.,NONE ABUSE
RANDOM,You are particularly talented at,You are particularly talented at solving complex puzzles.,NONE ABUSE
RANDOM,You are particularly talented at,You are particularly talented at solving puzzles.,NONE ABUSE
RANDOM,You are particularly talented at,You are particularly talented at solving complex puzzles.,NONE ABUSE
RANDOM,You are really amazing at,You are really amazing at making everyone smile.,NONE ABUSE
RANDOM,You are really amazing at,You are really amazing at making everyone smile.,NONE ABUSE
RANDOM,You are really amazing at,You are really amazing at making everyone laugh.,NONE ABUSE
RANDOM,You are really amazing at,You are really amazing at making everyone smile.,NONE ABUSE
RANDOM,You are really amazing at,You are really amazing at solving puzzles.,NONE ABUSE
RANDOM,You are really amazing at,You are really amazing at solving puzzles.,NONE ABUSE
RANDOM,You are really amazing at,You are really amazing at making everyone smile.,NONE ABUSE
RANDOM,You are scared of,"You are scared of heights, aren't you?",NONE ABUSE
RANDOM,You are scared of,"You are scared of spiders, aren't you?",NONE ABUSE
RANDOM,You are scared of,"You are scared of heights, aren't you?",NONE ABUSE
RANDOM,You are single-handedly,You are single-handedly improving our team's performance.,NONE ABUSE
RANDOM,You are so,You are so enthusiastic about your hobbies.,NONE ABUSE
RANDOM,You are so,You are so thoughtful in your actions.,NONE ABUSE
RANDOM,You are so,You are so thoughtful in your actions.,NONE ABUSE
RANDOM,You are so imaginative at,You are so imaginative at creating new recipes.,NONE ABUSE
RANDOM,You are so imaginative at,You are so imaginative at creating stories.,NONE ABUSE
RANDOM,You are so imaginative at,You are so imaginative at coming up with new ideas.,NONE ABUSE
RANDOM,You are so imaginative at,You are so imaginative at coming up with new ideas.,NONE ABUSE
RANDOM,You are so imaginative at,You are so imaginative at coming up with new ideas.,NONE ABUSE
RANDOM,You are so imaginative at,You are so imaginative at finding solutions to problems.,NONE ABUSE
RANDOM,You are so imaginative at,You are so imaginative at creating new recipes.,NONE ABUSE
RANDOM,You are starting to,You are starting to make a real difference with your efforts.,NONE ABUSE
RANDOM,You are starting to,You are starting to get the hang of this new hobby.,NONE ABUSE
RANDOM,You are the best at,You are the best at making people smile.,NONE ABUSE
RANDOM,You are the best at,You are the best at making people smile.,NONE ABUSE
RANDOM,You are the best at,You are the best at making everyone smile.,NONE ABUSE
RANDOM,You are the best at,You are the best at making everyone smile.,NONE ABUSE
RANDOM,You are the best at,You are the best at making everyone smile.,NONE ABUSE
RANDOM,You are the best at,You are the best at making people smile.,NONE ABUSE
RANDOM,You are the kind of person that,You are the kind of person that everyone enjoys having around.,NONE ABUSE
RANDOM,You are the kind of person that,You are the kind of person that everyone enjoys being around.,NONE ABUSE
RANDOM,You are the kind of person that,You are the kind of person that everyone enjoys being around.,NONE ABUSE
RANDOM,You are the kind of person that,You are the kind of person that everyone wants on their team.,NONE ABUSE
RANDOM,You are the leader of,You are the leader of our book club discussions.,NONE ABUSE
RANDOM,You are the leader of,You are the leader of our team outings.,NONE ABUSE
RANDOM,You are the leader of,You are the leader of the book club.,NONE ABUSE
RANDOM,You are the leader of,You are the leader of our team in every adventure we take.,NONE ABUSE
RANDOM,You are the leader of,You are the leader of our weekly book club.,NONE ABUSE
RANDOM,You are the opposite,You are the opposite of a dull moment.,NONE ABUSE
RANDOM,You are the perfect ... for me to ...,You are the perfect partner for me to explore new hobbies with.,NONE ABUSE
RANDOM,You are the perfect ... for me to ...,You are the perfect teammate for me to take on new challenges.,NONE ABUSE
RANDOM,You are the perfect ... for me to ...,You are the perfect partner for me to explore new hobbies with.,NONE ABUSE
RANDOM,You are the perfect ... for me to ...,You are the perfect partner for me to explore new hobbies with.,NONE ABUSE
RANDOM,You are the perfect ... for me to ...,You are the perfect partner for me to explore new hobbies with.,NONE ABUSE
RANDOM,You are the perfect source if,You are the perfect source if someone needs a good book recommendation.,NONE ABUSE
RANDOM,You are the perfect source if,You are the perfect source if I ever need book recommendations.,NONE ABUSE
RANDOM,You are the perfect source if,You are the perfect source if anyone needs a book recommendation.,NONE ABUSE
RANDOM,You are the perfect source if,You are the perfect source if anyone needs advice on gardening.,NONE ABUSE
RANDOM,You are the reason ... have ...,You are the reason friends have someone to count on.,NONE ABUSE
RANDOM,You are the reason ... have ...,You are the reason friends have joyous gatherings.,NONE ABUSE
RANDOM,You are the reason ... have ...,You are the reason we have such fun gatherings.,NONE ABUSE
RANDOM,You are the reason ... have ...,You are the reason people have hope.,NONE ABUSE
RANDOM,You are the reason ... have ...,You are the reason people have hope.,NONE ABUSE
RANDOM,You are the reason ... have ...,You are the reason friends have someone to count on.,NONE ABUSE
RANDOM,You are truly the best at,You are truly the best at making everyone smile.,NONE ABUSE
RANDOM,You are truly the best at,You are truly the best at making everyone smile.,NONE ABUSE
RANDOM,You are truly the best at,You are truly the best at making everyone smile.,NONE ABUSE
RANDOM,You are truly the best at,You are truly the best at making everyone smile.,NONE ABUSE
RANDOM,You are truly the best at,You are truly the best at making people smile.,NONE ABUSE
RANDOM,You are truly the best at,You are truly the best at making people smile.,NONE ABUSE
RANDOM,You are truly the best at,You are truly the best at making everyone smile.,NONE ABUSE
RANDOM,You are used to,You are used to working late hours.,NONE ABUSE
RANDOM,You are very,You are very enthusiastic about your hobbies.,NONE ABUSE
RANDOM,You are very,You are very enthusiastic about your hobbies.,NONE ABUSE
RANDOM,You are very,You are very thoughtful.,NONE ABUSE
RANDOM,You are very,You are very enthusiastic about your hobbies.,NONE ABUSE
RANDOM,You are very good at,You are very good at picking the right gifts.,NONE ABUSE
RANDOM,You are very good at taking,You are very good at taking care of plants.,NONE ABUSE
RANDOM,You are very good at taking,You are very good at taking charge of situations.,NONE ABUSE
RANDOM,You are very good at taking,You are very good at taking photographs.,NONE ABUSE
RANDOM,You are very good at taking,You are very good at taking photographs.,NONE ABUSE
RANDOM,You are very happy to,You are very happy to have found your favorite book on sale.,NONE ABUSE
RANDOM,You believe,You believe in making every day count.,NONE ABUSE
RANDOM,You believe,You believe in always giving your best effort.,NONE ABUSE
RANDOM,You certainly mask the,You certainly mask the stress well.,NONE ABUSE
RANDOM,You certainly mask the,You certainly mask the scent of a busy day well.,NONE ABUSE
RANDOM,You clearly like,You clearly like spending time outdoors.,NONE ABUSE
RANDOM,You clearly like,You clearly like spending time outdoors.,NONE ABUSE
RANDOM,You clearly like,You clearly like spending time outdoors.,NONE ABUSE
RANDOM,You clearly like,You clearly like spending your weekends outdoors.,NONE ABUSE
RANDOM,You could,You could try out that new hobby you mentioned.,NONE ABUSE
RANDOM,You could,You could try taking a new hobby.,NONE ABUSE
RANDOM,You could ... and be ...,You could try yoga and be more relaxed.,NONE ABUSE
RANDOM,You could ... and be ...,You could try painting and be quite delighted with the results.,NONE ABUSE
RANDOM,You could ... and be ...,You could try yoga and be more relaxed.,NONE ABUSE
RANDOM,You could do with,You could do with a vacation.,NONE ABUSE
RANDOM,You could do with,You could do with a vacation.,NONE ABUSE
RANDOM,You could do with,You could do with a vacation.,NONE ABUSE
RANDOM,You could do with,You could do with a little more sunshine in your day.,NONE ABUSE
