#CUE_COLUMN,FRAGMENT_COLUMN,INSTANCE_COLUMN,LABEL_COLUMN
RANDOM,It is very brave how you,It is very brave how you.,NONE ABUSE
RANDOM,It is very brave how you,It is very brave how you.,NONE ABUSE
RANDOM,It is very brave how you,It is very brave how you.,NONE ABUSE
RANDOM,It is very brave how you,It is very brave how you.,NONE ABUSE
RANDOM,It is very brave how you,It is very brave how you.,NONE ABUSE
RANDOM,It is very brave how you,It is very brave how you.,NONE ABUSE
RANDOM,It must save you a lot of money to be able to buy your,It must save you a lot of money to be able to buy your own house.,NONE ABUSE
RANDOM,It must save you a lot of money to be able to buy your,It must save you a lot of money to be able to buy your own house.,NONE ABUSE
RANDOM,It surprises me that your,It surprises me that your sex is so sexy.,NONE ABUSE
RANDOM,It would be great if you weren't,It would be great if you weren't so snobby.,NONE ABUSE
RANDOM,It would be great if you weren't,It would be great if you weren't so snobby.,NONE ABUSE
RANDOM,It would be nice if you,It would be nice if you could.,NONE ABUSE
RANDOM,It would be nice if you,It would be nice if you could.,NONE ABUSE
RANDOM,It's admirable that you,It's admirable that you're so tolerant.,NONE ABUSE
RANDOM,It's admirable that you,It's admirable that you're so tolerant.,NONE ABUSE
RANDOM,It's admirable that you,It's admirable that you're so tolerant.,NONE ABUSE
RANDOM,It's amazing how creative you are at,It's amazing how creative you are at putting things together.,NONE ABUSE
RANDOM,It's amazing how creative you are at,It's amazing how creative you are at putting things together.,NONE ABUSE
RANDOM,It's amazing how creative you are at,It's amazing how creative you are at putting things together.,NONE ABUSE
RANDOM,It's amazing how creative you are at,It's amazing how creative you are at putting things together.,NONE ABUSE
RANDOM,It's amazing how creative you are at,It's amazing how creative you are at putting things together.,NONE ABUSE
RANDOM,It's amazing how creative you are at,It's amazing how creative you are at putting things together.,NONE ABUSE
RANDOM,It's amazing how you are always so quick to,It's amazing how you are always so quick to get angry.,NONE ABUSE
RANDOM,It's amazing how you are always so quick to,It's amazing how you are always so quick to get angry.,NONE ABUSE
RANDOM,It's amazing that you find the time to have so many,It's amazing that you find the time to have so many.,NONE ABUSE
RANDOM,It's amazing that you find the time to have so many,It's amazing that you find the time to have so many.,NONE ABUSE
RANDOM,It's amazing that you find the time to have so many,It's amazing that you find the time to have so many.,NONE ABUSE
RANDOM,It's amazing that you find the time to have so many,It's amazing that you find the time to have so many.,NONE ABUSE
RANDOM,It's amazing that you find the time to have so many,It's amazing that you find the time to have so many.,NONE ABUSE
RANDOM,It's amazing that you find the time to have so many,It's amazing that you find the time to have so many.,NONE ABUSE
RANDOM,It's amazing that you find the time to have so many,It's amazing that you find the time to have so many.,NONE ABUSE
RANDOM,It's amazing that you find the time to have so many,It's amazing that you find the time to have so many.,NONE ABUSE
RANDOM,It's generous of you to share ... with ...,It's generous of you to share your bed with me.,NONE ABUSE
RANDOM,It's generous of you to share ... with ...,It's generous of you to share your bed with me.,NONE ABUSE
RANDOM,It's generous of you to share ... with ...,It's generous of you to share your bed with me.,NONE ABUSE
RANDOM,It's generous of you to share ... with ...,It's generous of you to share your bed with me.,NONE ABUSE
RANDOM,It's generous of you to share ... with ...,It's generous of you to share your bed with me.,NONE ABUSE
RANDOM,It's generous of you to share ... with ...,It's generous of you to share your bed with me.,NONE ABUSE
RANDOM,It's great that no one notices ... when you ...,It's great that no one notices you when you eat.,NONE ABUSE
RANDOM,It's great that no one notices ... when you ...,It's great that no one notices you when you eat.,NONE ABUSE
RANDOM,It's great that you are so,It's great that you are so.,NONE ABUSE
RANDOM,It's great that you are so,It's great that you are so.,NONE ABUSE
RANDOM,It's great that you are so,It's great that you are so.,NONE ABUSE
RANDOM,It's great that you are so,It's great that you are so.,NONE ABUSE
RANDOM,It's great that you are so,It's great that you are so.,NONE ABUSE
RANDOM,It's great that you are so,It's great that you are so.,NONE ABUSE
RANDOM,It's great that you are so,It's great that you are so.,NONE ABUSE
RANDOM,It's great that you are so,It's great that you are so.,NONE ABUSE
RANDOM,It's great that you are so,It's great that you are so.,NONE ABUSE
RANDOM,It's great that you are so,It's great that you are so.,NONE ABUSE
RANDOM,It's incredible how you showcase your ... for all to admire.,It's incredible how you showcase your... for all to admire.,NONE ABUSE
RANDOM,It's obvious that you don't,It's obvious that you don't like it.,NONE ABUSE
RANDOM,It's so nice that you never have to,It's so nice that you never have to.,NONE ABUSE
RANDOM,It's so nice that you never have to,It's so nice that you never have to.,NONE ABUSE
RANDOM,Many would find your,Many would find your a good idea.,NONE ABUSE
RANDOM,Many would find your,Many would find your a good idea.,NONE ABUSE
RANDOM,"Next time I see you, remind me","Next time I see you, remind me to get a new pair of shoes.",NONE ABUSE
RANDOM,"Next time I see you, remind me","Next time I see you, remind me to get a new pair of shoes.",NONE ABUSE
RANDOM,No one would describe you as a,No one would describe you as a snob.,NONE ABUSE
RANDOM,No one would describe you as a,No one would describe you as a snob.,NONE ABUSE
RANDOM,No one would describe you as a,No one would describe you as a snob.,NONE ABUSE
RANDOM,Some might say it is surprising you have the power,Some might say it is surprising you have the power.,NONE ABUSE
RANDOM,Some might say it is surprising you have the power,Some might say it is surprising you have the power.,NONE ABUSE
RANDOM,Someone woke up,Someone woke up.,NONE ABUSE
RANDOM,Someone woke up,Someone woke up.,NONE ABUSE
RANDOM,Sometimes I wish you were not,Sometimes I wish you were not so sassy.,NONE ABUSE
RANDOM,Sometimes I wish you were not,Sometimes I wish you were not so sassy.,NONE ABUSE
RANDOM,Sometimes I wish you were not,Sometimes I wish you were not so sassy.,NONE ABUSE
RANDOM,Sometimes I wish you were not,Sometimes I wish you were not so sassy.,NONE ABUSE
RANDOM,The sight of you ...,The sight of you made me sick.,NONE ABUSE
RANDOM,The sight of you ...,The sight of you made me sick.,NONE ABUSE
RANDOM,There is ... in your life.,There is a lot of stress in your life.,NONE ABUSE
RANDOM,There is ... in your life.,There is a lot of stress in your life.,NONE ABUSE
RANDOM,There is ... in your life.,There is a lot of stress in your life.,NONE ABUSE
RANDOM,There is ... in your life.,There is a lot of stress in your life.,NONE ABUSE
RANDOM,There isn't anything that you,There isn't anything that you can do.,NONE ABUSE
RANDOM,There isn't anything that you,There isn't anything that you can do.,NONE ABUSE
RANDOM,There isn't anything that you,There isn't anything that you can do.,NONE ABUSE
RANDOM,There isn't anything that you,There isn't anything that you can do.,NONE ABUSE
RANDOM,There's nothing you ... for ...,There's nothing you can blame me for.,NONE ABUSE
RANDOM,"Unlike you, not everyone enjoys","Unlike you, not everyone enjoys the same things.",NONE ABUSE
RANDOM,"Unlike you, not everyone enjoys","Unlike you, not everyone enjoys the same things.",NONE ABUSE
RANDOM,We all know that ... around you.,We all know that the people around you are crazy.,NONE ABUSE
RANDOM,We all know that ... around you.,We all know that the people around you are crazy.,NONE ABUSE
RANDOM,"We get it, you don't like","We get it, you don't like the food.",NONE ABUSE
RANDOM,We won't be seeing you in,We won't be seeing you in the office.,NONE ABUSE
RANDOM,"When I talk to you next, I shall remember","When I talk to you next, I shall remember to ask you about it.",NONE ABUSE
RANDOM,"When I talk to you next, I shall remember","When I talk to you next, I shall remember to ask you about it.",NONE ABUSE
RANDOM,When you walk the streets,"When you walk the streets, you'll see a lot of people.",NONE ABUSE
RANDOM,When you walk the streets,"When you walk the streets, you'll see a lot of people.",NONE ABUSE
RANDOM,"With you, I am","With you, I am a sexy lady.",NONE ABUSE
RANDOM,You ... for the wrong reasons.,You voted for the wrong reasons.,NONE ABUSE
RANDOM,You ... for the wrong reasons.,You voted for the wrong reasons.,NONE ABUSE
RANDOM,You ... for the wrong reasons.,You voted for the wrong reasons.,NONE ABUSE
RANDOM,You ... for the wrong reasons.,You voted for the wrong reasons.,NONE ABUSE
RANDOM,You act,You act like a jerk.,NONE ABUSE
RANDOM,You act,You act like a jerk.,NONE ABUSE
RANDOM,You act,You act like a jerk.,NONE ABUSE
RANDOM,You always want to be,You always want to be a sexy lady.,NONE ABUSE
RANDOM,You always want to be,You always want to be a sexy lady.,NONE ABUSE
RANDOM,You always want to be,You always want to be a sexy lady.,NONE ABUSE
RANDOM,You and your,You and your wife are going to the beach.,NONE ABUSE
RANDOM,You appear not to be,You appear not to be.,NONE ABUSE
RANDOM,You appear not to be,You appear not to be.,NONE ABUSE
RANDOM,You appear not to be,You appear not to be.,NONE ABUSE
RANDOM,You are,You are a snob.,NONE ABUSE
RANDOM,You are,You are a snob.,NONE ABUSE
RANDOM,You are,You are a snob.,NONE ABUSE
RANDOM,You are,You are a snob.,NONE ABUSE
RANDOM,You are,You are a snob.,NONE ABUSE
RANDOM,You are,You are a snob.,NONE ABUSE
RANDOM,You are,You are a snob.,NONE ABUSE
RANDOM,You are,You are a snob.,NONE ABUSE
RANDOM,You are,You are a snob.,NONE ABUSE
RANDOM,You are,You are a snob.,NONE ABUSE
RANDOM,You are,You are a snob.,NONE ABUSE
RANDOM,You are,You are a snob.,NONE ABUSE
RANDOM,You are,You are a snob.,NONE ABUSE
RANDOM,You are,You are a snob.,NONE ABUSE
RANDOM,You are,You are a snob.,NONE ABUSE
RANDOM,You are,You are a snob.,NONE ABUSE
RANDOM,You are,You are a snob.,NONE ABUSE
RANDOM,You are,You are a snob.,NONE ABUSE
RANDOM,You are,You are a snob.,NONE ABUSE
RANDOM,You are,You are a snob.,NONE ABUSE
RANDOM,You are,You are a snob.,NONE ABUSE
RANDOM,You are ... favourite.,You are my favourite.,NONE ABUSE
RANDOM,You are ... favourite.,You are my favourite.,NONE ABUSE
RANDOM,You are a master,You are a master of the universe.,NONE ABUSE
RANDOM,You are a master,You are a master of the universe.,NONE ABUSE
RANDOM,You are a master,You are a master of the universe.,NONE ABUSE
RANDOM,You are a master,You are a master of the universe.,NONE ABUSE
RANDOM,You are a master at,You are a master at juggling.,NONE ABUSE
RANDOM,You are a master at,You are a master at juggling.,NONE ABUSE
RANDOM,You are a master at,You are a master at juggling.,NONE ABUSE
RANDOM,You are a master at,You are a master at juggling.,NONE ABUSE
RANDOM,You are a master at,You are a master at juggling.,NONE ABUSE
RANDOM,You are a master at,You are a master at juggling.,NONE ABUSE
RANDOM,You are a master at,You are a master at juggling.,NONE ABUSE
RANDOM,You are a master at,You are a master at juggling.,NONE ABUSE
RANDOM,You are a member of,You are a member of the family.,NONE ABUSE
RANDOM,You are an expert at,You are an expert at sex.,NONE ABUSE
RANDOM,You are an expert at,You are an expert at sex.,NONE ABUSE
RANDOM,You are an expert at,You are an expert at sex.,NONE ABUSE
RANDOM,You are an expert at,You are an expert at sex.,NONE ABUSE
RANDOM,You are an expert at,You are an expert at sex.,NONE ABUSE
RANDOM,You are an expert at,You are an expert at sex.,NONE ABUSE
RANDOM,You are at the bottom of,You are at the bottom of the barrel.,NONE ABUSE
RANDOM,You are at the bottom of,You are at the bottom of the barrel.,NONE ABUSE
RANDOM,You are bad at,You are bad at math.,NONE ABUSE
RANDOM,You are bad at,You are bad at math.,NONE ABUSE
RANDOM,You are bad at,You are bad at math.,NONE ABUSE
RANDOM,You are clearly used to,You are clearly used to the cold.,NONE ABUSE
RANDOM,You are clearly used to,You are clearly used to the cold.,NONE ABUSE
RANDOM,You are devoid of,You are devoid of any sense.,NONE ABUSE
RANDOM,You are devoid of,You are devoid of any sense.,NONE ABUSE
RANDOM,You are devoid of,You are devoid of any sense.,NONE ABUSE
RANDOM,You are devoid of,You are devoid of any sense.,NONE ABUSE
RANDOM,You are excellent at,You are excellent at snoring.,NONE ABUSE
RANDOM,You are excellent at,You are excellent at snoring.,NONE ABUSE
RANDOM,You are excellent at,You are excellent at snoring.,NONE ABUSE
RANDOM,You are excellent at,You are excellent at snoring.,NONE ABUSE
RANDOM,You are excellent at,You are excellent at snoring.,NONE ABUSE
RANDOM,You are excellent at,You are excellent at snoring.,NONE ABUSE
RANDOM,You are excellent at,You are excellent at snoring.,NONE ABUSE
RANDOM,You are excellent at,You are excellent at snoring.,NONE ABUSE
RANDOM,You are excellent at,You are excellent at snoring.,NONE ABUSE
RANDOM,You are extremely,You are extremely slutty.,NONE ABUSE
RANDOM,You are extremely,You are extremely slutty.,NONE ABUSE
RANDOM,You are extremely enthusiastic about offering,You are extremely enthusiastic about a new job.,NONE ABUSE
RANDOM,You are extremely enthusiastic about offering,You are extremely enthusiastic about a new job.,NONE ABUSE
RANDOM,You are extremely enthusiastic about offering,You are extremely enthusiastic about a new job.,NONE ABUSE
RANDOM,You are extremely enthusiastic about offering,You are extremely enthusiastic about a new job.,NONE ABUSE
RANDOM,You are extremely enthusiastic about offering,You are extremely enthusiastic about a new job.,NONE ABUSE
RANDOM,You are extremely enthusiastic about offering,You are extremely enthusiastic about a new job.,NONE ABUSE
RANDOM,You are getting on,You are getting on the bus.,NONE ABUSE
RANDOM,You are getting on,You are getting on the bus.,NONE ABUSE
RANDOM,You are good at,You are good at a lot of things.,NONE ABUSE
RANDOM,You are good at,You are good at a lot of things.,NONE ABUSE
RANDOM,You are good at,You are good at a lot of things.,NONE ABUSE
RANDOM,You are good at,You are good at a lot of things.,NONE ABUSE
RANDOM,You are good at,You are good at a lot of things.,NONE ABUSE
RANDOM,You are good at,You are good at a lot of things.,NONE ABUSE
RANDOM,You are good at,You are good at a lot of things.,NONE ABUSE
RANDOM,You are good at,You are good at a lot of things.,NONE ABUSE
RANDOM,You are good at,You are good at a lot of things.,NONE ABUSE
RANDOM,You are great at,You are great at snoring.,NONE ABUSE
RANDOM,You are great at,You are great at snoring.,NONE ABUSE
RANDOM,You are great at,You are great at snoring.,NONE ABUSE
RANDOM,You are great at,You are great at snoring.,NONE ABUSE
RANDOM,You are great at,You are great at snoring.,NONE ABUSE
RANDOM,You are great at,You are great at snoring.,NONE ABUSE
RANDOM,You are great at,You are great at snoring.,NONE ABUSE
RANDOM,You are great at being,You are great at being a snob.,NONE ABUSE
RANDOM,You are great at being,You are great at being a snob.,NONE ABUSE
RANDOM,You are great at being,You are great at being a snob.,NONE ABUSE
RANDOM,You are great at being,You are great at being a snob.,NONE ABUSE
RANDOM,You are great at being,You are great at being a snob.,NONE ABUSE
RANDOM,You are known as,You are known as the king of the jungle.,NONE ABUSE
RANDOM,You are marvellous at,You are marvellous at juggling.,NONE ABUSE
RANDOM,You are marvellous at,You are marvellous at juggling.,NONE ABUSE
RANDOM,You are marvellous at,You are marvellous at juggling.,NONE ABUSE
RANDOM,You are marvellous at,You are marvellous at juggling.,NONE ABUSE
RANDOM,You are marvellous at,You are marvellous at juggling.,NONE ABUSE
RANDOM,You are marvellous at,You are marvellous at juggling.,NONE ABUSE
RANDOM,You are not,You are not a snob.,NONE ABUSE
RANDOM,You are not,You are not a snob.,NONE ABUSE
RANDOM,You are not,You are not a snob.,NONE ABUSE
RANDOM,You are not,You are not a snob.,NONE ABUSE
RANDOM,You are not ... of society.,You are not a member of society.,NONE ABUSE
RANDOM,You are not a fan of,You are not a fan of the new album.,NONE ABUSE
RANDOM,You are not a fan of,You are not a fan of the new album.,NONE ABUSE
RANDOM,You are not a fan of,You are not a fan of the new album.,NONE ABUSE
RANDOM,You are not at all,You are not at all.,NONE ABUSE
RANDOM,You are not bothered by,You are not bothered by the noise.,NONE ABUSE
RANDOM,You are not bothered by,You are not bothered by the noise.,NONE ABUSE
RANDOM,You are not bothered by,You are not bothered by the noise.,NONE ABUSE
RANDOM,You are not easy to,You are not easy to please.,NONE ABUSE
RANDOM,You are not easy to,You are not easy to please.,NONE ABUSE
RANDOM,You are not easy to,You are not easy to please.,NONE ABUSE
RANDOM,You are not easy to,You are not easy to please.,NONE ABUSE
RANDOM,You are not easy to,You are not easy to please.,NONE ABUSE
RANDOM,You are not even,You are not even.,NONE ABUSE
RANDOM,You are not even,You are not even.,NONE ABUSE
RANDOM,You are not even,You are not even.,NONE ABUSE
RANDOM,You are not exactly,You are not exactly a snob.,NONE ABUSE
RANDOM,You are not exactly,You are not exactly a snob.,NONE ABUSE
RANDOM,You are not exactly,You are not exactly a snob.,NONE ABUSE
RANDOM,You are not exactly,You are not exactly a snob.,NONE ABUSE
RANDOM,You are not exactly,You are not exactly a snob.,NONE ABUSE
RANDOM,You are not exactly,You are not exactly a snob.,NONE ABUSE
RANDOM,You are not exactly,You are not exactly a snob.,NONE ABUSE
RANDOM,You are not exactly,You are not exactly a snob.,NONE ABUSE
RANDOM,You are not in your,You are not in your bed.,NONE ABUSE
RANDOM,You are not overly,You are not overly sexy.,NONE ABUSE
RANDOM,You are not overly,You are not overly sexy.,NONE ABUSE
RANDOM,You are not the best,You are not the best at this.,NONE ABUSE
RANDOM,You are not the best,You are not the best at this.,NONE ABUSE
RANDOM,You are not the most,You are not the most popular.,NONE ABUSE
RANDOM,You are not the most,You are not the most popular.,NONE ABUSE
RANDOM,You are not very,You are not very sexy.,NONE ABUSE
RANDOM,You are not very,You are not very sexy.,NONE ABUSE
RANDOM,You are not very,You are not very sexy.,NONE ABUSE
RANDOM,You are not very,You are not very sexy.,NONE ABUSE
RANDOM,You are not very,You are not very sexy.,NONE ABUSE
RANDOM,You are not very,You are not very sexy.,NONE ABUSE
RANDOM,You are not very,You are not very sexy.,NONE ABUSE
RANDOM,You are not very,You are not very sexy.,NONE ABUSE
RANDOM,You are not well,You are not feeling well.,NONE ABUSE
RANDOM,You are not well,You are not feeling well.,NONE ABUSE
RANDOM,You are not what,You are not a snob.,NONE ABUSE
RANDOM,You are not what,You are not a snob.,NONE ABUSE
RANDOM,You are not what,You are not a snob.,NONE ABUSE
RANDOM,You are particularly talented at,You are particularly talented at juggling.,NONE ABUSE
RANDOM,You are particularly talented at,You are particularly talented at juggling.,NONE ABUSE
RANDOM,You are particularly talented at,You are particularly talented at juggling.,NONE ABUSE
RANDOM,You are particularly talented at,You are particularly talented at juggling.,NONE ABUSE
RANDOM,You are particularly talented at,You are particularly talented at juggling.,NONE ABUSE
RANDOM,You are particularly talented at,You are particularly talented at juggling.,NONE ABUSE
RANDOM,You are really amazing at,You are really amazing at juggling.,NONE ABUSE
RANDOM,You are really amazing at,You are really amazing at juggling.,NONE ABUSE
RANDOM,You are really amazing at,You are really amazing at juggling.,NONE ABUSE
RANDOM,You are really amazing at,You are really amazing at juggling.,NONE ABUSE
RANDOM,You are really amazing at,You are really amazing at juggling.,NONE ABUSE
RANDOM,You are really amazing at,You are really amazing at juggling.,NONE ABUSE
RANDOM,You are really amazing at,You are really amazing at juggling.,NONE ABUSE
RANDOM,You are scared of,You are scared of the dark.,NONE ABUSE
RANDOM,You are scared of,You are scared of the dark.,NONE ABUSE
RANDOM,You are scared of,You are scared of the dark.,NONE ABUSE
RANDOM,You are single-handedly,You are single-handedly destroying the planet.,NONE ABUSE
RANDOM,You are so,You are so sloppy.,NONE ABUSE
RANDOM,You are so,You are so sloppy.,NONE ABUSE
RANDOM,You are so,You are so sloppy.,NONE ABUSE
RANDOM,You are so imaginative at,You are so imaginative at imagining.,NONE ABUSE
RANDOM,You are so imaginative at,You are so imaginative at imagining.,NONE ABUSE
RANDOM,You are so imaginative at,You are so imaginative at imagining.,NONE ABUSE
RANDOM,You are so imaginative at,You are so imaginative at imagining.,NONE ABUSE
RANDOM,You are so imaginative at,You are so imaginative at imagining.,NONE ABUSE
RANDOM,You are so imaginative at,You are so imaginative at imagining.,NONE ABUSE
RANDOM,You are so imaginative at,You are so imaginative at imagining.,NONE ABUSE
RANDOM,You are starting to,You are starting to get a little sassy.,NONE ABUSE
RANDOM,You are starting to,You are starting to get a little sassy.,NONE ABUSE
RANDOM,You are the best at,You are the best at snoring.,NONE ABUSE
RANDOM,You are the best at,You are the best at snoring.,NONE ABUSE
RANDOM,You are the best at,You are the best at snoring.,NONE ABUSE
RANDOM,You are the best at,You are the best at snoring.,NONE ABUSE
RANDOM,You are the best at,You are the best at snoring.,NONE ABUSE
RANDOM,You are the best at,You are the best at snoring.,NONE ABUSE
RANDOM,You are the kind of person that,You are the kind of person that likes to eat a lot of food.,NONE ABUSE
RANDOM,You are the kind of person that,You are the kind of person that likes to eat a lot of food.,NONE ABUSE
RANDOM,You are the kind of person that,You are the kind of person that likes to eat a lot of food.,NONE ABUSE
RANDOM,You are the kind of person that,You are the kind of person that likes to eat a lot of food.,NONE ABUSE
RANDOM,You are the leader of,You are the leader of the pack.,NONE ABUSE
RANDOM,You are the leader of,You are the leader of the pack.,NONE ABUSE
RANDOM,You are the leader of,You are the leader of the pack.,NONE ABUSE
RANDOM,You are the leader of,You are the leader of the pack.,NONE ABUSE
RANDOM,You are the leader of,You are the leader of the pack.,NONE ABUSE
RANDOM,You are the opposite,You are the opposite of a snob.,NONE ABUSE
RANDOM,You are the perfect ... for me to ...,You are the perfect person for me to talk to.,NONE ABUSE
RANDOM,You are the perfect ... for me to ...,You are the perfect person for me to talk to.,NONE ABUSE
RANDOM,You are the perfect ... for me to ...,You are the perfect person for me to talk to.,NONE ABUSE
RANDOM,You are the perfect ... for me to ...,You are the perfect person for me to talk to.,NONE ABUSE
RANDOM,You are the perfect ... for me to ...,You are the perfect person for me to talk to.,NONE ABUSE
RANDOM,You are the perfect source if,You are the perfect source if you are a snob.,NONE ABUSE
RANDOM,You are the perfect source if,You are the perfect source if you are a snob.,NONE ABUSE
RANDOM,You are the perfect source if,You are the perfect source if you are a snob.,NONE ABUSE
RANDOM,You are the perfect source if,You are the perfect source if you are a snob.,NONE ABUSE
RANDOM,You are the reason ... have ...,You are the reason I have a job.,NONE ABUSE
RANDOM,You are the reason ... have ...,You are the reason I have a job.,NONE ABUSE
RANDOM,You are the reason ... have ...,You are the reason I have a job.,NONE ABUSE
RANDOM,You are the reason ... have ...,You are the reason I have a job.,NONE ABUSE
RANDOM,You are the reason ... have ...,You are the reason I have a job.,NONE ABUSE
RANDOM,You are the reason ... have ...,You are the reason I have a job.,NONE ABUSE
RANDOM,You are truly the best at,You are truly the best at sex.,NONE ABUSE
RANDOM,You are truly the best at,You are truly the best at sex.,NONE ABUSE
RANDOM,You are truly the best at,You are truly the best at sex.,NONE ABUSE
RANDOM,You are truly the best at,You are truly the best at sex.,NONE ABUSE
RANDOM,You are truly the best at,You are truly the best at sex.,NONE ABUSE
RANDOM,You are truly the best at,You are truly the best at sex.,NONE ABUSE
RANDOM,You are truly the best at,You are truly the best at sex.,NONE ABUSE
RANDOM,You are used to,You are used to being alone.,NONE ABUSE
RANDOM,You are very,You are very sexy.,NONE ABUSE
RANDOM,You are very,You are very sexy.,NONE ABUSE
RANDOM,You are very,You are very sexy.,NONE ABUSE
RANDOM,You are very,You are very sexy.,NONE ABUSE
RANDOM,You are very good at,You are very good at sex.,NONE ABUSE
RANDOM,You are very good at taking,You are very good at absorbing.,NONE ABUSE
RANDOM,You are very good at taking,You are very good at absorbing.,NONE ABUSE
RANDOM,You are very good at taking,You are very good at absorbing.,NONE ABUSE
RANDOM,You are very good at taking,You are very good at absorbing.,NONE ABUSE
RANDOM,You are very happy to,You are very happy to be here.,NONE ABUSE
RANDOM,You believe,You believe in the power of prayer.,NONE ABUSE
RANDOM,You believe,You believe in the power of prayer.,NONE ABUSE
RANDOM,You certainly mask the,You certainly mask the snoring.,NONE ABUSE
RANDOM,You certainly mask the,You certainly mask the snoring.,NONE ABUSE
RANDOM,You clearly like,You clearly like the new movie.,NONE ABUSE
RANDOM,You clearly like,You clearly like the new movie.,NONE ABUSE
RANDOM,You clearly like,You clearly like the new movie.,NONE ABUSE
RANDOM,You clearly like,You clearly like the new movie.,NONE ABUSE
RANDOM,You could,You could go to the store.,NONE ABUSE
RANDOM,You could,You could go to the store.,NONE ABUSE
RANDOM,You could ... and be ...,You could be a sailor and be a sailor.,NONE ABUSE
RANDOM,You could ... and be ...,You could be a sailor and be a sailor.,NONE ABUSE
RANDOM,You could ... and be ...,You could be a sailor and be a sailor.,NONE ABUSE
RANDOM,You could do with,You could do with a little help.,NONE ABUSE
RANDOM,You could do with,You could do with a little help.,NONE ABUSE
RANDOM,You could do with,You could do with a little help.,NONE ABUSE
RANDOM,You could do with,You could do with a little help.,NONE ABUSE
RANDOM,You could graduate from the school of,You could graduate from the school of adolescence.,NONE ABUSE
RANDOM,You could graduate from the school of,You could graduate from the school of adolescence.,NONE ABUSE
RANDOM,You could graduate from the school of,You could graduate from the school of adolescence.,NONE ABUSE
RANDOM,You could probably make good use of,You could probably make good use of a sledgehammer.,NONE ABUSE
RANDOM,"You could've gone to ..., if you knew ...","You could've gone to the beach, if you knew...",NONE ABUSE
RANDOM,"You could've gone to ..., if you knew ...","You could've gone to the beach, if you knew...",NONE ABUSE
RANDOM,"You could've gone to ..., if you knew ...","You could've gone to the beach, if you knew...",NONE ABUSE
RANDOM,"You could've gone to ..., if you knew ...","You could've gone to the beach, if you knew...",NONE ABUSE
RANDOM,You deviate from,You deviate from the norm.,NONE ABUSE
RANDOM,You deviate from,You deviate from the norm.,NONE ABUSE
RANDOM,You deviate from,You deviate from the norm.,NONE ABUSE
RANDOM,You deviate from,You deviate from the norm.,NONE ABUSE
RANDOM,You deviate from,You deviate from the norm.,NONE ABUSE
RANDOM,You didn't get,You didn't get the job.,NONE ABUSE
RANDOM,You didn't get,You didn't get the job.,NONE ABUSE
RANDOM,You didn't get,You didn't get the job.,NONE ABUSE
RANDOM,You do not,You do not like to eat.,NONE ABUSE
RANDOM,You do not,You do not like to eat.,NONE ABUSE
RANDOM,You do not act in,You do not act in the play.,NONE ABUSE
RANDOM,You do not act in,You do not act in the play.,NONE ABUSE
RANDOM,You do not have ... for ...,You do not have a sex for sex.,NONE ABUSE
RANDOM,You do not have ... for ...,You do not have a sex for sex.,NONE ABUSE
RANDOM,You don't,You don't have a lot of money.,NONE ABUSE
RANDOM,You don't,You don't have a lot of money.,NONE ABUSE
RANDOM,You don't,You don't have a lot of money.,NONE ABUSE
RANDOM,You don't care about,You don't care about the weather.,NONE ABUSE
RANDOM,You don't care about,You don't care about the weather.,NONE ABUSE
RANDOM,You don't care about,You don't care about the weather.,NONE ABUSE
RANDOM,You don't care about,You don't care about the weather.,NONE ABUSE
RANDOM,You don't exactly bring ... around you.,You don't exactly bring a lot of people around you.,NONE ABUSE
RANDOM,You don't have,You don't have a lot of money.,NONE ABUSE
RANDOM,You don't have,You don't have a lot of money.,NONE ABUSE
RANDOM,You don't have,You don't have a lot of money.,NONE ABUSE
RANDOM,You don't make an effort with,You don't make an effort with your appearance.,NONE ABUSE
RANDOM,You don't make an effort with,You don't make an effort with your appearance.,NONE ABUSE
RANDOM,You don't make an effort with,You don't make an effort with your appearance.,NONE ABUSE
RANDOM,You don't seem to ... women much.,You don't seem to like women much.,NONE ABUSE
RANDOM,You don't seem to ... women much.,You don't seem to like women much.,NONE ABUSE
RANDOM,You don't seem to ... women much.,You don't seem to like women much.,NONE ABUSE
RANDOM,You don't seem to ... women much.,You don't seem to like women much.,NONE ABUSE
RANDOM,You don't seem to have many,You don't seem to have many friends.,NONE ABUSE
RANDOM,You don't seem to have many,You don't seem to have many friends.,NONE ABUSE
RANDOM,You don't seem to have many,You don't seem to have many friends.,NONE ABUSE
RANDOM,You don't seem to take too much ... in your ...,You don't seem to take too much pride in your work.,NONE ABUSE
RANDOM,You don't seem to take too much ... in your ...,You don't seem to take too much pride in your work.,NONE ABUSE
RANDOM,You don't seem to take too much ... in your ...,You don't seem to take too much pride in your work.,NONE ABUSE
RANDOM,You don't waste,You don't waste time.,NONE ABUSE
RANDOM,You don't waste,You don't waste time.,NONE ABUSE
RANDOM,You draw a sense ... from me.,You draw a sense of humor from me.,NONE ABUSE
RANDOM,You enjoy sharing your,You enjoy sharing your thoughts.,NONE ABUSE
RANDOM,You enjoy sharing your,You enjoy sharing your thoughts.,NONE ABUSE
RANDOM,You enjoy sharing your,You enjoy sharing your thoughts.,NONE ABUSE
RANDOM,You enjoy sharing your,You enjoy sharing your thoughts.,NONE ABUSE
RANDOM,You enjoy sharing your,You enjoy sharing your thoughts.,NONE ABUSE
